Warning: All of online environments libraries in D4RL have been moved ]8;;https://github.com/Farama-Foundation/Gymnasium\Gymnasium]8;;\, ]8;;https://github.com/Farama-Foundation/MiniGrid\MiniGrid]8;;\ and ]8;;https://github.com/Farama-Foundation/Gymnasium-Robotics\Gymnasium-Robotics]8;;\, and all offline datasets in D4RL have been moved to ]8;;https://github.com/Farama-Foundation/Minari\Minari]8;;\.
These new versions include large bug fixes, new versions of Python, and are where all new development will continue. Please upgrade these libraries as soon as you're able to do so.
If you'd like to read more about the story behind this switch, please check out ]8;;https://farama.org/Announcing-Minari\this blog post]8;;\.
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/opt/venv/lib/python3.10/site-packages/Cython/Distutils/old_build_ext.py:15: DeprecationWarning: dep_util is Deprecated. Use functions from setuptools instead.
  from distutils.dep_util import newer, newer_group
<frozen importlib._bootstrap>:283: DeprecationWarning: the load_module() method is deprecated and slated for removal in Python 3.12; use exec_module() instead
pybullet build time: Jan 29 2025 23:16:28
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /root/.netrc.
wandb: Currently logged in as: wsk208 to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:268: DeprecationWarning: Read the `app_url` setting from the appropriate Settings object.
  app_url = wandb.util.app_url(tags["base_url"])  # type: ignore[index]
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:279: DeprecationWarning: The `Scope.user` setter is deprecated in favor of `Scope.set_user()`.
  self.scope.user = {"email": email}
wandb: setting up run 1v427w4j
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:268: DeprecationWarning: Read the `app_url` setting from the appropriate Settings object.
  app_url = wandb.util.app_url(tags["base_url"])  # type: ignore[index]
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:279: DeprecationWarning: The `Scope.user` setter is deprecated in favor of `Scope.set_user()`.
  self.scope.user = {"email": email}
wandb: Tracking run with wandb version 0.25.1
wandb: Run data is saved locally in /app/wandb/run-20260319_001019-1v427w4j
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run bdemodice_halfcheetah_M2_s0
wandb: ⭐️ View project at https://wandb.ai/wsk208/DemoDICE
wandb: 🚀 View run at https://wandb.ai/wsk208/DemoDICE/runs/1v427w4j
/opt/venv/lib/python3.10/site-packages/gym/spaces/box.py:84: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
load datafile:   0%|          | 0/21 [00:00<?, ?it/s]load datafile:   5%|▍         | 1/21 [00:00<00:03,  5.79it/s]load datafile:  14%|█▍        | 3/21 [00:00<00:03,  5.22it/s]load datafile:  19%|█▉        | 4/21 [00:00<00:04,  3.93it/s]load datafile:  81%|████████  | 17/21 [00:01<00:00, 15.36it/s]load datafile:  90%|█████████ | 19/21 [00:01<00:00, 10.67it/s]load datafile: 100%|██████████| 21/21 [00:01<00:00, 11.05it/s]
Expert  :  999000 transitions  (halfcheetah-expert-v2, 400 traj)
load datafile:   0%|          | 0/9 [00:00<?, ?it/s]load datafile:  11%|█         | 1/9 [00:00<00:01,  6.20it/s]load datafile:  33%|███▎      | 3/9 [00:00<00:01,  5.55it/s]load datafile:  44%|████▍     | 4/9 [00:00<00:01,  4.12it/s]load datafile:  56%|█████▌    | 5/9 [00:01<00:01,  3.20it/s]load datafile:  67%|██████▋   | 6/9 [00:01<00:01,  2.80it/s]load datafile: 100%|██████████| 9/9 [00:01<00:00,  4.92it/s]
Imperfect:  999000 transitions  (halfcheetah-random-v2, 400 traj)
Union   : 1998000 transitions total
/root/.local/share/uv/python/cpython-3.10-linux-x86_64-gnu/lib/python3.10/multiprocessing/popen_fork.py:66: RuntimeWarning: os.fork() was called. os.fork() is incompatible with multithreaded code, and JAX is multithreaded, so this will likely lead to a deadlock.
  self.pid = os.fork()
/opt/venv/lib/python3.10/site-packages/tensorflow_probability/python/internal/backend/jax/ops.py:681: DeprecationWarning: jax.interpreters.xla.pytype_aval_mappings is deprecated.
  jax.interpreters.xla.pytype_aval_mappings[onp.ndarray])
/opt/venv/lib/python3.10/site-packages/gym/spaces/box.py:84: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
Step:    10000  |  score: 2.24 ± 0.01  |  actor_loss: 3.7078  cost_loss: 0.9810  q_loss: 4.0924  reward_max: 1.0479  reward_mean: -1.7446  reward_min: -6.3494  value_loss: -7.0034
Step:    20000  |  score: 2.21 ± 0.01  |  actor_loss: 2.2413  cost_loss: 1.0007  q_loss: 2.9011  reward_max: 1.0471  reward_mean: -1.7515  reward_min: -6.2758  value_loss: 5.9340
Step:    30000  |  score: 3.41 ± 2.46  |  actor_loss: 1.7305  cost_loss: 0.9747  q_loss: 2.9898  reward_max: 1.0532  reward_mean: -1.8972  reward_min: -6.6427  value_loss: 16.4911
Step:    40000  |  score: 6.60 ± 6.82  |  actor_loss: 0.9687  cost_loss: 0.9772  q_loss: 2.4525  reward_max: 0.9858  reward_mean: -1.8878  reward_min: -6.5762  value_loss: 46.5348
Step:    50000  |  score: 2.16 ± 0.00  |  actor_loss: 121.9850  cost_loss: 1.0037  q_loss: 26.0166  reward_max: 1.0633  reward_mean: -1.7970  reward_min: -6.5226  value_loss: 311576718861139968.0000
Step:    60000  |  score: 2.14 ± 0.03  |  actor_loss: 117.9762  cost_loss: 0.9654  q_loss: 23.2908  reward_max: 1.0780  reward_mean: -1.9863  reward_min: -6.6731  value_loss: 74548569440256.0000
Step:    70000  |  score: 2.11 ± 0.02  |  actor_loss: 123.6063  cost_loss: 0.9501  q_loss: 23.1755  reward_max: 1.9756  reward_mean: -2.1310  reward_min: -6.4991  value_loss: 89423529795125248.0000
Step:    80000  |  score: 2.10 ± 0.03  |  actor_loss: 101.7280  cost_loss: 0.9624  q_loss: 20.2399  reward_max: 0.9308  reward_mean: -1.9658  reward_min: -6.5131  value_loss: 36637346103296.0000
Step:    90000  |  score: 2.19 ± 0.29  |  actor_loss: 119.4127  cost_loss: 0.9434  q_loss: 17.8624  reward_max: 1.1206  reward_mean: -2.0556  reward_min: -6.5851  value_loss: 22421850243049979904.0000
Step:   100000  |  score: 2.64 ± 0.76  |  actor_loss: 105.3022  cost_loss: 0.9711  q_loss: 15.7646  reward_max: 0.9558  reward_mean: -1.9852  reward_min: -6.7326  value_loss: 293413140299776.0000
Step:   110000  |  score: 3.30 ± 0.90  |  actor_loss: 104.2776  cost_loss: 0.9607  q_loss: 16.8334  reward_max: 0.7873  reward_mean: -2.0948  reward_min: -6.7818  value_loss: 1476410040385536.0000
Step:   120000  |  score: 3.74 ± 1.20  |  actor_loss: 128.2714  cost_loss: 0.9486  q_loss: 16.0141  reward_max: 1.1858  reward_mean: -2.2113  reward_min: -6.7712  value_loss: 155064537182109696.0000
Step:   130000  |  score: 3.66 ± 0.91  |  actor_loss: 95.4538  cost_loss: 0.9952  q_loss: 13.6780  reward_max: 1.0430  reward_mean: -1.9409  reward_min: -6.6502  value_loss: 270246506135552.0000
Step:   140000  |  score: 4.13 ± 1.43  |  actor_loss: 122.9510  cost_loss: 0.9535  q_loss: 16.7881  reward_max: 0.8263  reward_mean: -2.1425  reward_min: -6.6092  value_loss: 414072370869098413817856.0000
Step:   150000  |  score: 3.87 ± 2.28  |  actor_loss: 92.8457  cost_loss: 0.9997  q_loss: 12.7684  reward_max: 1.0659  reward_mean: -1.9571  reward_min: -6.6565  value_loss: 105689235456.0000
Step:   160000  |  score: 3.29 ± 0.41  |  actor_loss: 120.2746  cost_loss: 0.9981  q_loss: 12.1477  reward_max: 0.9667  reward_mean: -1.9474  reward_min: -6.6600  value_loss: 315894432303939584.0000
Step:   170000  |  score: 4.09 ± 1.16  |  actor_loss: 98.6355  cost_loss: 1.0001  q_loss: 13.7353  reward_max: 0.9295  reward_mean: -1.9436  reward_min: -6.5750  value_loss: 180195851119886336.0000
Step:   180000  |  score: 3.90 ± 1.05  |  actor_loss: 104.9368  cost_loss: 0.9693  q_loss: 11.8085  reward_max: 0.9152  reward_mean: -2.0518  reward_min: -6.6356  value_loss: 6922970510686945280.0000
Step:   190000  |  score: 4.24 ± 1.79  |  actor_loss: 107.1005  cost_loss: 0.9335  q_loss: 12.0865  reward_max: 0.8383  reward_mean: -2.2100  reward_min: -6.6333  value_loss: 18128449918245328125952.0000
Step:   200000  |  score: 3.91 ± 1.76  |  actor_loss: 102.9603  cost_loss: 0.9664  q_loss: 12.8855  reward_max: 0.9630  reward_mean: -1.9789  reward_min: -6.5639  value_loss: 492740123033600.0000
Step:   210000  |  score: 3.59 ± 0.88  |  actor_loss: 111.6821  cost_loss: 0.9701  q_loss: 14.5411  reward_max: 0.9152  reward_mean: -2.0827  reward_min: -6.6119  value_loss: 478257728192512.0000
Step:   220000  |  score: 4.00 ± 1.70  |  actor_loss: 135.0392  cost_loss: 0.9197  q_loss: 12.4389  reward_max: 0.9784  reward_mean: -2.2146  reward_min: -6.5336  value_loss: 44502256392863744.0000
Step:   230000  |  score: 4.48 ± 2.02  |  actor_loss: 91.8927  cost_loss: 0.9646  q_loss: 10.5025  reward_max: 0.9309  reward_mean: -2.1185  reward_min: -6.6559  value_loss: 450585034752.0000
Step:   240000  |  score: 5.56 ± 2.96  |  actor_loss: 115.1551  cost_loss: 0.9473  q_loss: 11.3157  reward_max: 1.1279  reward_mean: -2.1198  reward_min: -6.6457  value_loss: 4486883346219008.0000
Step:   250000  |  score: 4.28 ± 1.08  |  actor_loss: 106.3831  cost_loss: 0.9538  q_loss: 12.2621  reward_max: 0.8827  reward_mean: -2.1394  reward_min: -6.6474  value_loss: 17273991244808192.0000
Step:   260000  |  score: 3.38 ± 0.75  |  actor_loss: 89.4982  cost_loss: 0.9785  q_loss: 9.2439  reward_max: 1.0504  reward_mean: -2.1178  reward_min: -6.5636  value_loss: 24577110736793239552.0000
Step:   270000  |  score: 3.23 ± 1.17  |  actor_loss: 94.8248  cost_loss: 1.0300  q_loss: 11.1873  reward_max: 0.9109  reward_mean: -1.8065  reward_min: -6.5710  value_loss: 6767082288971776.0000
