Warning: All of online environments libraries in D4RL have been moved ]8;;https://github.com/Farama-Foundation/Gymnasium\Gymnasium]8;;\, ]8;;https://github.com/Farama-Foundation/MiniGrid\MiniGrid]8;;\ and ]8;;https://github.com/Farama-Foundation/Gymnasium-Robotics\Gymnasium-Robotics]8;;\, and all offline datasets in D4RL have been moved to ]8;;https://github.com/Farama-Foundation/Minari\Minari]8;;\.
These new versions include large bug fixes, new versions of Python, and are where all new development will continue. Please upgrade these libraries as soon as you're able to do so.
If you'd like to read more about the story behind this switch, please check out ]8;;https://farama.org/Announcing-Minari\this blog post]8;;\.
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/opt/venv/lib/python3.10/site-packages/Cython/Distutils/old_build_ext.py:15: DeprecationWarning: dep_util is Deprecated. Use functions from setuptools instead.
  from distutils.dep_util import newer, newer_group
<frozen importlib._bootstrap>:283: DeprecationWarning: the load_module() method is deprecated and slated for removal in Python 3.12; use exec_module() instead
pybullet build time: Jan 29 2025 23:16:28
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /root/.netrc.
wandb: Currently logged in as: wsk208 to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:268: DeprecationWarning: Read the `app_url` setting from the appropriate Settings object.
  app_url = wandb.util.app_url(tags["base_url"])  # type: ignore[index]
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:279: DeprecationWarning: The `Scope.user` setter is deprecated in favor of `Scope.set_user()`.
  self.scope.user = {"email": email}
wandb: setting up run vmr2wfme
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:268: DeprecationWarning: Read the `app_url` setting from the appropriate Settings object.
  app_url = wandb.util.app_url(tags["base_url"])  # type: ignore[index]
/opt/venv/lib/python3.10/site-packages/wandb/analytics/sentry.py:279: DeprecationWarning: The `Scope.user` setter is deprecated in favor of `Scope.set_user()`.
  self.scope.user = {"email": email}
wandb: Tracking run with wandb version 0.25.1
wandb: Run data is saved locally in /app/wandb/run-20260319_004651-vmr2wfme
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run bdemodice_halfcheetah_M3_s0
wandb: ⭐️ View project at https://wandb.ai/wsk208/DemoDICE
wandb: 🚀 View run at https://wandb.ai/wsk208/DemoDICE/runs/vmr2wfme
/opt/venv/lib/python3.10/site-packages/gym/spaces/box.py:84: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
load datafile:   0%|          | 0/21 [00:00<?, ?it/s]load datafile:   5%|▍         | 1/21 [00:00<00:03,  5.77it/s]load datafile:  14%|█▍        | 3/21 [00:00<00:03,  5.24it/s]load datafile:  19%|█▉        | 4/21 [00:00<00:04,  3.97it/s]load datafile:  81%|████████  | 17/21 [00:01<00:00, 15.20it/s]load datafile:  90%|█████████ | 19/21 [00:01<00:00, 10.50it/s]load datafile: 100%|██████████| 21/21 [00:01<00:00, 10.94it/s]
Expert  :  999000 transitions  (halfcheetah-expert-v2, 400 traj)
load datafile:   0%|          | 0/9 [00:00<?, ?it/s]load datafile:  11%|█         | 1/9 [00:00<00:01,  6.03it/s]load datafile:  33%|███▎      | 3/9 [00:00<00:01,  5.49it/s]load datafile:  44%|████▍     | 4/9 [00:00<00:01,  4.09it/s]load datafile:  56%|█████▌    | 5/9 [00:01<00:01,  3.13it/s]load datafile:  67%|██████▋   | 6/9 [00:01<00:01,  2.73it/s]load datafile: 100%|██████████| 9/9 [00:01<00:00,  4.81it/s]
Imperfect:  999000 transitions  (halfcheetah-random-v2, 1600 traj)
Union   : 1998000 transitions total
/root/.local/share/uv/python/cpython-3.10-linux-x86_64-gnu/lib/python3.10/multiprocessing/popen_fork.py:66: RuntimeWarning: os.fork() was called. os.fork() is incompatible with multithreaded code, and JAX is multithreaded, so this will likely lead to a deadlock.
  self.pid = os.fork()
/opt/venv/lib/python3.10/site-packages/tensorflow_probability/python/internal/backend/jax/ops.py:681: DeprecationWarning: jax.interpreters.xla.pytype_aval_mappings is deprecated.
  jax.interpreters.xla.pytype_aval_mappings[onp.ndarray])
/opt/venv/lib/python3.10/site-packages/gym/spaces/box.py:84: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
Step:    10000  |  score: 2.24 ± 0.00  |  actor_loss: 3.7138  cost_loss: 0.9813  q_loss: 4.0903  reward_max: 1.0278  reward_mean: -1.7428  reward_min: -6.3307  value_loss: -6.9843
Step:    20000  |  score: 2.22 ± 0.01  |  actor_loss: 2.2513  cost_loss: 1.0017  q_loss: 2.8995  reward_max: 1.0264  reward_mean: -1.7509  reward_min: -6.2602  value_loss: 5.9887
Step:    30000  |  score: 2.57 ± 1.12  |  actor_loss: 1.7640  cost_loss: 0.9746  q_loss: 2.9901  reward_max: 1.0563  reward_mean: -1.8978  reward_min: -6.6371  value_loss: 16.6373
Step:    40000  |  score: 6.13 ± 3.19  |  actor_loss: 0.9577  cost_loss: 0.9774  q_loss: 2.4751  reward_max: 0.9715  reward_mean: -1.8901  reward_min: -6.5351  value_loss: 47.7742
Step:    50000  |  score: 2.16 ± 0.01  |  actor_loss: 118.5237  cost_loss: 1.0028  q_loss: 23.6393  reward_max: 1.0659  reward_mean: -1.7994  reward_min: -6.5194  value_loss: 269199771200126976.0000
Step:    60000  |  score: 2.13 ± 0.01  |  actor_loss: 116.3523  cost_loss: 0.9650  q_loss: 21.4519  reward_max: 1.0561  reward_mean: -1.9855  reward_min: -6.6886  value_loss: 33792060293120.0000
Step:    70000  |  score: 2.10 ± 0.01  |  actor_loss: 120.9714  cost_loss: 0.9501  q_loss: 21.3573  reward_max: 2.1116  reward_mean: -2.1330  reward_min: -6.4883  value_loss: 213151100822355968.0000
Step:    80000  |  score: 2.74 ± 0.68  |  actor_loss: 104.9682  cost_loss: 0.9623  q_loss: 18.8854  reward_max: 0.9549  reward_mean: -1.9659  reward_min: -6.5198  value_loss: 19311492071424.0000
Step:    90000  |  score: 2.50 ± 0.41  |  actor_loss: 117.5840  cost_loss: 0.9433  q_loss: 16.4165  reward_max: 1.1362  reward_mean: -2.0540  reward_min: -6.5728  value_loss: 52986023894432350208.0000
Step:   100000  |  score: 2.72 ± 0.90  |  actor_loss: 101.4849  cost_loss: 0.9710  q_loss: 14.4190  reward_max: 0.8964  reward_mean: -1.9907  reward_min: -6.7136  value_loss: 4072009105408.0000
Step:   110000  |  score: 2.36 ± 0.32  |  actor_loss: 102.3577  cost_loss: 0.9613  q_loss: 15.5308  reward_max: 0.7646  reward_mean: -2.0924  reward_min: -6.7916  value_loss: 1389382862897152.0000
Step:   120000  |  score: 3.77 ± 1.05  |  actor_loss: 128.1155  cost_loss: 0.9474  q_loss: 14.7806  reward_max: 1.1329  reward_mean: -2.2135  reward_min: -6.7557  value_loss: 15371181146243072.0000
Step:   130000  |  score: 4.62 ± 2.22  |  actor_loss: 94.6473  cost_loss: 0.9951  q_loss: 12.4326  reward_max: 1.0386  reward_mean: -1.9392  reward_min: -6.6536  value_loss: 6774825418752.0000
Step:   140000  |  score: 4.12 ± 1.31  |  actor_loss: 120.1070  cost_loss: 0.9523  q_loss: 15.1670  reward_max: 0.8727  reward_mean: -2.1459  reward_min: -6.5976  value_loss: 1400759940125602873344.0000
Step:   150000  |  score: 3.86 ± 0.86  |  actor_loss: 90.9067  cost_loss: 0.9999  q_loss: 11.7037  reward_max: 1.0457  reward_mean: -1.9585  reward_min: -6.6384  value_loss: 90121568256.0000
Step:   160000  |  score: 3.70 ± 0.78  |  actor_loss: 112.7458  cost_loss: 0.9985  q_loss: 11.3351  reward_max: 1.0260  reward_mean: -1.9440  reward_min: -6.6600  value_loss: 29184403708051456.0000
Step:   170000  |  score: 4.07 ± 0.99  |  actor_loss: 99.3063  cost_loss: 1.0001  q_loss: 12.8305  reward_max: 0.8602  reward_mean: -1.9422  reward_min: -6.5396  value_loss: 112281612032409600.0000
Step:   180000  |  score: 3.70 ± 0.68  |  actor_loss: 106.2493  cost_loss: 0.9692  q_loss: 10.8738  reward_max: 0.8915  reward_mean: -2.0415  reward_min: -6.6130  value_loss: 785556459105550336.0000
Step:   190000  |  score: 4.65 ± 1.17  |  actor_loss: 107.5258  cost_loss: 0.9340  q_loss: 11.0823  reward_max: 0.8892  reward_mean: -2.2068  reward_min: -6.6270  value_loss: 1174899352263391707136.0000
Step:   200000  |  score: 3.53 ± 0.93  |  actor_loss: 99.8949  cost_loss: 0.9664  q_loss: 11.8182  reward_max: 1.0149  reward_mean: -1.9739  reward_min: -6.5290  value_loss: 14552845516800.0000
Step:   210000  |  score: 3.66 ± 1.16  |  actor_loss: 106.7417  cost_loss: 0.9700  q_loss: 13.1416  reward_max: 0.8937  reward_mean: -2.0782  reward_min: -6.5879  value_loss: 63639746772992.0000
Step:   220000  |  score: 3.35 ± 0.51  |  actor_loss: 128.2416  cost_loss: 0.9196  q_loss: 11.1550  reward_max: 0.9796  reward_mean: -2.2098  reward_min: -6.5376  value_loss: 175384886452944896.0000
